path,size_bytes,sha256,tracked_status,ignored_status,file_type,language,classification,generated_or_human,read_status,parser_used,purpose,principal_symbols,entrypoint_status,references_in,references_out,duplicate_group,risk_notes,reason_not_read
.git/objects/58/6c3b65a99bd2c49119856025509b4ea4efb6d7,707,ab86ce319298cda1b98b95979c4d4636b40df973eae95942d60be96c1c9ae1bd,GIT_INTERNAL,GIT_INTERNAL,binary,,git_internal,generated,METADATA_ONLY,sha256+stat,Git repository metadata,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.git/objects/58/f38f02dec8fde46419a4db6a61a4f7d9131aa6,652,6dc237123d6a53bb060db9dfab915edd0f86e26dd4c2c7f03907c3c99414d7fd,GIT_INTERNAL,GIT_INTERNAL,binary,,git_internal,generated,METADATA_ONLY,sha256+stat,Git repository metadata,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.git/objects/5a/7455ad91d1ad20af363a3632bb502a5837480b,1189,9ce1659a8e6ac0ecf30d279d54090224a361def7c964957309f3a732672b8739,GIT_INTERNAL,GIT_INTERNAL,binary,,git_internal,generated,METADATA_ONLY,sha256+stat,Git repository metadata,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.git/objects/5c/1f44a9d607d17604f40925f57f97f37997d120,202,5192e56b1cd9c650e3dc774055b2a0c133d8adbc67218c572ee7a46276aaaf60,GIT_INTERNAL,GIT_INTERNAL,binary,,git_internal,generated,METADATA_ONLY,sha256+stat,Git repository metadata,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.git/objects/5d/8c0c2964116bbecac7967a67ae356d68572c44,564,371d3322a44600c7e6cbb8f072233cdb3e4fb9798e24b19cd24fbba2b14450ee,GIT_INTERNAL,GIT_INTERNAL,binary,,git_internal,generated,METADATA_ONLY,sha256+stat,Git repository metadata,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.git/objects/5f/179b5e0d6c1a567cee6a4a9ad51de84bdd94a2,3076,4567be0ab06c6ffd57535527af3978382869ed0d08f2fb06c814ae5742e00f1b,GIT_INTERNAL,GIT_INTERNAL,binary,,git_internal,generated,METADATA_ONLY,sha256+stat,Git repository metadata,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.git/objects/61/581427d2c38e0d5fea785c70507e32c750473b,275,203834c9d7212841a53e1a38b3bfcb65e6be72ea9818ff75317ed9451aae75cb,GIT_INTERNAL,GIT_INTERNAL,binary,,git_internal,generated,METADATA_ONLY,sha256+stat,Git repository metadata,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.git/objects/63/c80d4775d815d3019a75e9a47015ed7c669e85,1652,63be08205c53b9c68c37d0d60001bc9752a14802049209c9b2bce6a8ccd64110,GIT_INTERNAL,GIT_INTERNAL,binary,,git_internal,generated,METADATA_ONLY,sha256+stat,Git repository metadata,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.git/objects/65/8c55b53aa22179e5ffb6fed58fa900754ac31a,643,a57cdd9859491ed4f0fcf01107ff3badaa4a77b2d91233bd6fab9a20cfeffadf,GIT_INTERNAL,GIT_INTERNAL,binary,,git_internal,generated,METADATA_ONLY,sha256+stat,Git repository metadata,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.git/objects/66/8bd7cc43f3beb85e6b5de7951222887e1bebe7,460,079ce7f8861b831fd729f72657c7c997a7f829607005cb2c15e9d72e1503e3a0,GIT_INTERNAL,GIT_INTERNAL,binary,,git_internal,generated,METADATA_ONLY,sha256+stat,Git repository metadata,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.git/objects/67/bd5acfdbb1e16a0203ec8eedea4b5a08931509,467,f50f2400de1ca44871bcf82a7a50985df6bd4e08be28ae4d93f0556219ddd27f,GIT_INTERNAL,GIT_INTERNAL,binary,,git_internal,generated,METADATA_ONLY,sha256+stat,Git repository metadata,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.git/objects/67/c87373b47b8636e67b7a62f5255ffbfaaa7dee,368,4c26d96f36ee5ce872753a48ac100585d9f45dbe0a39fac3682b9b01b6c3e278,GIT_INTERNAL,GIT_INTERNAL,binary,,git_internal,generated,METADATA_ONLY,sha256+stat,Git repository metadata,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.git/objects/67/fea75fcbfab651fec92343b39b41a154f35887,374,a95863389245e2e81fa9b764ab9824339e5ad5dbbd861ff61734c3df306f0187,GIT_INTERNAL,GIT_INTERNAL,binary,,git_internal,generated,METADATA_ONLY,sha256+stat,Git repository metadata,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.git/objects/6c/bf75c14a7e8664d628375548a79c43aa0980b5,594,ee82f2dd4b256039dce3d30d45430ba1e3bc4a53a9479b107b86dabd53d4fbae,GIT_INTERNAL,GIT_INTERNAL,binary,,git_internal,generated,METADATA_ONLY,sha256+stat,Git repository metadata,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.git/objects/70/8b94f365282ac1b431cefd20ce3ae644a90065,4760,8162eaa0aa2237311c6c958c32ce22df243e1a43c4f8b6a8c2585e511b38acab,GIT_INTERNAL,GIT_INTERNAL,binary,,git_internal,generated,METADATA_ONLY,sha256+stat,Git repository metadata,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.git/objects/72/3899479f7211e3fdcf052a37fd1eee6d546fae,179,e68ab1b430b2a0fe67fdb03179708906377b4ce2262ce4e119c3af909a896652,GIT_INTERNAL,GIT_INTERNAL,binary,,git_internal,generated,METADATA_ONLY,sha256+stat,Git repository metadata,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.git/objects/74/3a0d854614e53961a7c56556cbf81d770bd071,563,bb59bec0dfe43a21197e71a3401513cebb0bebd78547a227746377e948d54836,GIT_INTERNAL,GIT_INTERNAL,binary,,git_internal,generated,METADATA_ONLY,sha256+stat,Git repository metadata,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.git/objects/74/e9c8ec80ce3d63fb6c73ad9ec26301ec6d38bf,187,4d94a7ce3da6a73d356a26c60228388774b00db33cb90dc066bd548f646c16b9,GIT_INTERNAL,GIT_INTERNAL,binary,,git_internal,generated,METADATA_ONLY,sha256+stat,Git repository metadata,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.git/objects/76/0ca4440bfb45c5ec3937ea4173613fe1876254,3472,d3bb24a4f630181c28c3d756b4dc166704eb5a1b27b73fc409c32ba8f1d16264,GIT_INTERNAL,GIT_INTERNAL,binary,,git_internal,generated,METADATA_ONLY,sha256+stat,Git repository metadata,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.git/objects/7a/0e7d6716a2b24f5756e36789e139b32050b9e9,183,da563973a68ffd631b22aea210ac854774e43ffa5ca5320b2fe211aa4551a052,GIT_INTERNAL,GIT_INTERNAL,binary,,git_internal,generated,METADATA_ONLY,sha256+stat,Git repository metadata,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.git/objects/7b/b7b7214dbb0ad5f535fdd2d3fb1572d6b59263,1986,cae87be4de1a755594c592afbe863cb09610b2225d5d90ab81943db4345edec6,GIT_INTERNAL,GIT_INTERNAL,binary,,git_internal,generated,METADATA_ONLY,sha256+stat,Git repository metadata,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.git/objects/7e/7332a8db46112c1673306b39a5b4be596710bc,5482,7a99ef2ed7f706c2d8b0e79e707c3306662a663b354dcb6b320dbe691f569621,GIT_INTERNAL,GIT_INTERNAL,binary,,git_internal,generated,METADATA_ONLY,sha256+stat,Git repository metadata,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.git/objects/7f/018b0b926bc974ebfb3ade88d3ce64cbe5d8fd,650,be5f24ca983dd9ffc7340d957c9f0715facff6ce8cad7e28b477b48ce631daa3,GIT_INTERNAL,GIT_INTERNAL,binary,,git_internal,generated,METADATA_ONLY,sha256+stat,Git repository metadata,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.git/objects/80/592576205b035be8c898de99d4893a1f5d991a,3777,76ba85ef48ee3b65db52c3f736a4b2d92ff8d29cac57b836aff933e671c13e1e,GIT_INTERNAL,GIT_INTERNAL,binary,,git_internal,generated,METADATA_ONLY,sha256+stat,Git repository metadata,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.git/objects/82/9e0b632b10266c95d7b4e9cbdc53f1ea42ab73,466,9bf262051a8a0811307eb875f62738bee04eb14bada1c94471cd77ca7bcd1888,GIT_INTERNAL,GIT_INTERNAL,binary,,git_internal,generated,METADATA_ONLY,sha256+stat,Git repository metadata,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.git/objects/83/68a43f89a0e19bd3fba584d8a9864d34893afa,1405,de828aec04f6c36f8fc00cd9a396a5adf72b2ab0a02a746fafdd931b07980deb,GIT_INTERNAL,GIT_INTERNAL,binary,,git_internal,generated,METADATA_ONLY,sha256+stat,Git repository metadata,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.git/objects/85/312c9b79396ce1318dfb869ef0415e1038f5d8,178,12e26f86e0444979231b6877b96f5fe2f3c83649f1c6a829615c8a99798f093c,GIT_INTERNAL,GIT_INTERNAL,binary,,git_internal,generated,METADATA_ONLY,sha256+stat,Git repository metadata,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.git/objects/85/7bdd58b32dfc29faebe7fe3412affc373384ad,289,55732cc5a61d711abc14460ccac06477014a9efff6e6ca9ab180ae24c67ecbf9,GIT_INTERNAL,GIT_INTERNAL,binary,,git_internal,generated,METADATA_ONLY,sha256+stat,Git repository metadata,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.git/objects/87/a1c26504a5c9c349423c8e983a1078f3de8fdf,267,84c32072a7652f991a533b25cfc5b0dd77590e5ac4d4fdabbb40a4231c005a0a,GIT_INTERNAL,GIT_INTERNAL,binary,,git_internal,generated,METADATA_ONLY,sha256+stat,Git repository metadata,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.git/objects/89/4811595771dccd7e53a0e35159777991352e5e,217,d457ef9a6128dc3f1603e49ba8e4e2aa356bc54a85785e45f698638857630be4,GIT_INTERNAL,GIT_INTERNAL,binary,,git_internal,generated,METADATA_ONLY,sha256+stat,Git repository metadata,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.git/objects/8b/55701e2bd42fe5f5ca38276a9b9fc38b436cd3,50,cc0e9da9547b89dc4b4b4cf867962999dd4fc874c4d2d789ac0eb69038bbf0b4,GIT_INTERNAL,GIT_INTERNAL,binary,,git_internal,generated,METADATA_ONLY,sha256+stat,Git repository metadata,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.git/objects/8c/1b477e5915c81b142401c6edd2a10a61e92999,920,399c724756ea68f8af3e9a979da0d70a9e8d916c6be91972539e5fd9b5d1b83a,GIT_INTERNAL,GIT_INTERNAL,binary,,git_internal,generated,METADATA_ONLY,sha256+stat,Git repository metadata,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.git/objects/8d/c18ec5931fa8d89129b0af991a5dc4f4f19db2,317,1849c6ab9be6fdc3460d058bbe1ea9bfbb81cf27845b1fd0f09c01fd33ba01c3,GIT_INTERNAL,GIT_INTERNAL,binary,,git_internal,generated,METADATA_ONLY,sha256+stat,Git repository metadata,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.git/objects/8e/7f16b9e6dc914b2676ca5d70c93f95db1d7be0,310,93fd8e7683d0d8ab75414609681c36f4cadb2b7f1231bad45ad16161b3a15cbd,GIT_INTERNAL,GIT_INTERNAL,binary,,git_internal,generated,METADATA_ONLY,sha256+stat,Git repository metadata,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.git/objects/8f/8434c954cad9fb4990aeb13a63533d337c5651,624,2690c184ff2f8bc847c3ec59f0ccb4a06b13fd04ee9ea81867ca2681a0c58c2f,GIT_INTERNAL,GIT_INTERNAL,binary,,git_internal,generated,METADATA_ONLY,sha256+stat,Git repository metadata,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.git/objects/93/3833e2250879c33e32e3bb6c027161a9398fa8,1386,523c54e60f2538fe4ebbc8ef117d260cebc861af99d420a906be7a6109ed89a9,GIT_INTERNAL,GIT_INTERNAL,binary,,git_internal,generated,METADATA_ONLY,sha256+stat,Git repository metadata,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.git/objects/93/bf607b00a1d9bfa71d6d924627aea3ab98f29f,477,8452803075483adc0abb23bcd42e40cb3d6b0269012c298d4246131e2ffe4945,GIT_INTERNAL,GIT_INTERNAL,binary,,git_internal,generated,METADATA_ONLY,sha256+stat,Git repository metadata,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.git/objects/94/a377c5ab20ec11b4790dbf9e4d1683be3a4f1d,840,650b73b040409dc1db763648f1df52fc5fb39635d0429016edd19e3364bd7b2f,GIT_INTERNAL,GIT_INTERNAL,binary,,git_internal,generated,METADATA_ONLY,sha256+stat,Git repository metadata,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.git/objects/96/1f7e5252ca2b7de5ae966882bee17a7ae5099f,50,75ece85a760a36feaa4cec6d23a81ed05e64ff513e82c2d126c26a0e4945bc0c,GIT_INTERNAL,GIT_INTERNAL,binary,,git_internal,generated,METADATA_ONLY,sha256+stat,Git repository metadata,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.git/objects/99/f26aa961f150f1d9f16e0b39f825df5da7d73d,10423,f1bd994a3b92bdb3f7474c7a03700b27fed968483b0275b26d105d3494ffd1ef,GIT_INTERNAL,GIT_INTERNAL,binary,,git_internal,generated,METADATA_ONLY,sha256+stat,Git repository metadata,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.git/objects/9a/30b654800db4d4fad8d14192396f8c1cc5ed37,1013,e435ccd62f868a3e876024757b7cb48e763a67487053487b053b5f9c09fef3e0,GIT_INTERNAL,GIT_INTERNAL,binary,,git_internal,generated,METADATA_ONLY,sha256+stat,Git repository metadata,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.git/objects/9c/0cf429600bcb56e894f319106695797e446905,181,fb86db0066b4238c7df1657acf73ac89a36a9657e6b996f91e4ca0ca80922fbd,GIT_INTERNAL,GIT_INTERNAL,binary,,git_internal,generated,METADATA_ONLY,sha256+stat,Git repository metadata,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.git/objects/9f/4d148175af3fcfc6de2c42ee5b2b1fe7fee890,914,8b1be9c67d201086ed2cac7504b35b87fb514cdad12e3217a77607e9d19b2b88,GIT_INTERNAL,GIT_INTERNAL,binary,,git_internal,generated,METADATA_ONLY,sha256+stat,Git repository metadata,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.git/objects/a0/6d886e2aadead901e85865253ad1cbe96091ba,1625,b926fa6e25e2c704925b88a0f63ac2d9e86446a99ea548b8e85f8b6c43b24365,GIT_INTERNAL,GIT_INTERNAL,binary,,git_internal,generated,METADATA_ONLY,sha256+stat,Git repository metadata,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.git/objects/a1/559d8897765a3e310dc09b2e5ed2a328bb8949,1163,c38e5a1a4d06adad39061c6eeb9bb94625b0af9ec4a7232758290a66cdcb52ad,GIT_INTERNAL,GIT_INTERNAL,binary,,git_internal,generated,METADATA_ONLY,sha256+stat,Git repository metadata,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.git/objects/a6/43a7308360855a6e1887ee1070d13c47b6c21b,646,abacfaac1e68cfd28af1e49234c1d550aa08aa177a25f5f306ab1b650cdade40,GIT_INTERNAL,GIT_INTERNAL,binary,,git_internal,generated,METADATA_ONLY,sha256+stat,Git repository metadata,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.git/objects/a7/e19ccc9865fdd3b17f3e74abb02ab190640cb2,183,102eb2aea899be833e8338e5650b798ecefb24d4b7ddb2686d24a943ef1fa29b,GIT_INTERNAL,GIT_INTERNAL,binary,,git_internal,generated,METADATA_ONLY,sha256+stat,Git repository metadata,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.git/objects/a9/5b18d605397941e2f4f2056ed16869d107731b,242,ce7a2e82661fc4409aae2a5cca2a65911820eaa204d26cdb81b49ab4e4cc2dda,GIT_INTERNAL,GIT_INTERNAL,binary,,git_internal,generated,METADATA_ONLY,sha256+stat,Git repository metadata,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.git/objects/a9/ba16b66ddc2e178656d9b8860ec25d52418113,3081,5be88eeda7d025f4de0d53eb19dc8df6d2696457ffe2e66ee2fe69ab80cf60b6,GIT_INTERNAL,GIT_INTERNAL,binary,,git_internal,generated,METADATA_ONLY,sha256+stat,Git repository metadata,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.git/objects/a9/c29cf508622de3a103b7ffb37f71b57a2bd4ab,175,162c7e0a2228c77c6fb4dc19ed95d4a18e38b220590969b4f4155a5da6990bb6,GIT_INTERNAL,GIT_INTERNAL,binary,,git_internal,generated,METADATA_ONLY,sha256+stat,Git repository metadata,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.git/objects/a9/c68d0635811958a5621eaab2391ea3138f6766,349,4b8ce4fed56fe6dadf746e3198a8734298407c8c3eb92a4cb3710605dee12d7f,GIT_INTERNAL,GIT_INTERNAL,binary,,git_internal,generated,METADATA_ONLY,sha256+stat,Git repository metadata,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.git/objects/ab/4a18e4fc3c8582a5ce820de62b7989891dc493,1267,340a2f1510d085be5f528b7f0288fa08f2c1b1aeb0247974519f0f7ffc039d91,GIT_INTERNAL,GIT_INTERNAL,binary,,git_internal,generated,METADATA_ONLY,sha256+stat,Git repository metadata,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.git/objects/ae/13156e934ff0e56831e07204a5f6a03ca7461d,375,a4ca869ae8b5c6b7beb66d81ce318d67a081fcc9bc42829a14bd6580ddb4b2a7,GIT_INTERNAL,GIT_INTERNAL,binary,,git_internal,generated,METADATA_ONLY,sha256+stat,Git repository metadata,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
